verseId1,verseId2,score
10:25,6:56,0.4655
10:26,80:41,4.6064
10:26,25:76,1.4546
10:26,70:44,1.2119
10:26,72:6,1.0714
10:26,68:43,1.0387
10:26,46:14,0.9657
10:26,10:27,0.8066
10:26,11:23,0.8048
10:26,25:24,0.7899
10:26,2:39,0.7269
10:26,5:85,0.6948
10:26,2:112,0.6474
10:27,39:51,0.8415
10:27,14:50,0.7846
10:27,59:17,0.7104
10:27,7:41,0.6965
10:27,27:90,0.6853
10:27,10:52,0.6831
10:27,42:40,0.6595
10:27,46:14,0.6586
10:27,7:177,0.6373
10:27,2:39,0.6141
10:27,39:24,0.6136
10:27,41:28,0.5695
10:28,34:40,1.2768
10:28,25:17,0.7273
10:28,18:52,0.6983
10:28,22:17,0.6284
10:28,39:67,0.5564
10:28,3:166,0.4984
10:28,4:87,0.4984
10:28,16:35,0.4747
10:28,3:64,0.4357
10:28,3:9,0.4153
10:28,2:203,0.3921
10:28,10:45,0.3901
10:29,17:96,1.9241
10:29,13:43,1.3059
10:29,29:52,1.3059
10:29,17:65,1.2684
10:29,46:8,1.0684
10:29,41:53,1.0524
10:29,4:50,0.9868
10:29,6:19,0.9261
10:29,39:36,0.906
10:29,7:172,0.8725
10:29,17:17,0.7928
10:29,2:140,0.7815
10:30,11:21,1.259
10:30,28:75,0.6624
10:30,42:44,0.5769
10:30,10:108,0.5649
10:30,39:41,0.5649
10:30,21:35,0.5539
10:30,7:30,0.3507
10:30,13:11,0.3463
10:30,41:53,0.3463
10:30,45:22,0.3463
10:30,27:40,0.3432
10:30,7:37,0.3147
10:31,30:19,1.5287
10:31,50:11,1.0899
10:31,36:33,0.9861
10:31,3:27,0.7493
10:31,16:65,0.6933
10:31,57:2,0.6838
10:31,30:25,0.5742
10:31,57:5,0.5114
10:31,30:40,0.4736
10:31,45:5,0.4425
10:31,29:63,0.4239
10:31,20:132,0.4025
10:32,45:6,1.5533
10:32,42:18,1.2576
10:32,10:108,1.0199
10:32,39:41,1.0199
10:32,2:176,0.8876
10:32,23:41,0.8876
10:32,4:116,0.8215
10:32,5:77,0.7846
10:32,10:30,0.7321
10:32,28:75,0.7321
10:32,3:90,0.6862
10:32,40:25,0.6589
10:33,10:96,4.9989
10:33,10:82,2.6662
10:33,39:19,1.9996
10:33,40:6,1.9996
10:33,2:147,1.6665
10:33,2:42,1.3332
10:33,42:24,1.2119
10:33,17:16,1.2043
10:33,2:252,1.111
10:33,8:7,1.1109
10:33,2:26,0.7226
10:33,57:16,0.7226
10:34,85:13,7.3744
10:34,30:11,4.3885
10:34,34:49,2.9498
10:34,29:19,2.9257
10:34,43:87,2.1352
10:34,27:64,1.9505
10:34,32:7,1.8623
10:34,30:27,1.7554
10:34,20:55,1.6533
10:34,40:62,1.6014
10:34,21:104,1.4628
10:34,7:29,1.3408
10:35,6:88,1.242
10:35,3:86,1.1008
10:35,2:135,0.8157
10:35,6:161,0.8157
10:35,61:9,0.7971
10:35,28:64,0.6992
10:35,16:3,0.6951
10:35,38:22,0.5582
10:35,6:106,0.5346
10:35,2:213,0.5247
10:35,16:36,0.5193
10:35,6:80,0.4449
10:36,53:28,2.8828
10:36,34:20,1.7997
10:36,10:66,0.9884
10:36,4:157,0.5537
10:36,2:263,0.5226
10:36,10:35,0.5151
10:36,11:27,0.5142
10:36,18:70,0.5119
10:36,14:36,0.4799
10:36,2:170,0.4729
10:36,12:68,0.4553
10:36,12:38,0.4222
10:37,41:3,1.4902
10:37,15:1,1.3157
10:37,27:1,1.3157
10:37,11:13,0.8165
10:37,12:111,0.7245
10:37,10:38,0.7078
10:37,18:15,0.6061
10:37,35:31,0.5792
10:37,11:110,0.5345
10:37,41:45,0.5345
10:37,46:30,0.5213
10:37,2:97,0.4603
10:38,11:13,1.9707
10:38,26:154,1.0821
10:38,52:34,1.0821
10:38,19:27,0.7252
10:38,18:15,0.6763
10:38,46:28,0.657
10:38,61:7,0.6246
10:38,21:5,0.518
10:38,32:3,0.518
10:38,4:48,0.511
10:38,46:4,0.4558
10:38,22:73,0.3914
10:39,43:25,1.4891
10:39,67:18,1.2119
10:39,10:73,0.8613
10:39,34:45,0.8362
10:39,30:42,0.7966
10:39,28:40,0.7944
10:39,47:10,0.7081
10:39,27:14,0.7062
10:39,39:25,0.6058
10:39,16:33,0.5724
10:39,17:59,0.5182
10:39,35:44,0.4902
10:40,3:63,11.9272
10:40,2:11,7.9514
10:40,26:152,7.9514
10:40,10:91,5.9636
10:40,12:73,5.9636
10:40,21:22,5.9636
10:40,2:205,5.301
10:40,26:183,3.9757
10:40,27:48,3.9757
10:40,10:81,3.4078
10:40,7:103,2.9818
10:40,16:88,2.9818
10:41,26:216,4.4799
10:41,98:7,3.3599
10:41,27:84,1.6378
10:41,11:93,1.4566
10:41,8:48,0.7906
10:41,40:37,0.5459
10:41,6:21,0.4831
10:41,3:94,0.3623
10:41,5:10,0.3623
10:41,5:86,0.3623
10:41,6:33,0.3623
10:41,6:49,0.3623
10:42,27:80,3.2201
10:42,30:52,3.2201
10:42,67:10,3.1222
10:42,21:45,2.6524
10:42,43:40,2.6524
10:42,2:181,2.2089
10:42,2:227,2.2089
10:42,2:244,2.2089
10:42,25:44,1.7841
10:42,11:24,1.7683
10:42,3:34,1.6566
10:42,4:46,1.506
10:43,20:125,3.5733
10:43,35:19,3.5733
10:43,47:23,2.68
10:43,6:104,2.3882
10:43,27:81,1.9161
10:43,30:53,1.9161
10:43,27:41,1.7837
10:43,22:46,1.6209
10:43,43:40,1.5967
10:43,40:58,1.34
10:43,41:17,1.3389
10:43,27:35,1.2897
10:44,36:54,0.9872
10:44,7:9,0.9546
10:44,3:117,0.8451
10:44,11:101,0.7544
10:44,2:57,0.7185
10:44,3:128,0.7134
10:44,2:124,0.6081
10:44,6:39,0.6034
10:44,2:281,0.5966
10:44,4:110,0.5966
10:44,32:13,0.5744
10:44,3:25,0.5303
10:45,30:55,0.973
10:45,39:15,0.7134
10:45,45:27,0.6832
10:45,54:25,0.5755
10:45,27:83,0.5444
10:45,16:15,0.538
10:45,46:35,0.5066
10:45,18:19,0.4747
10:45,3:166,0.3947
10:45,9:77,0.3619
10:45,2:203,0.3208
10:45,17:97,0.2928
10:46,23:93,1.7283
10:46,40:77,1.6983
10:46,13:40,1.5083
10:46,23:95,1.1522
10:46,43:42,1.1522
10:46,89:6,0.9332
10:46,20:89,0.7443
10:46,36:31,0.7443
10:46,34:31,0.6867
10:46,43:48,0.6203
10:46,9:127,0.5933
10:46,35:40,0.5872
10:47,10:54,0.7466
10:47,23:44,0.6158
10:47,29:18,0.5964
10:47,10:13,0.5012
10:47,5:70,0.4855
10:47,2:285,0.4601
10:47,28:59,0.4458
10:47,39:69,0.4441
10:47,62:2,0.4175
10:47,3:86,0.41
10:47,14:5,0.3938
10:47,5:75,0.3844
10:48,21:38,7.2806
10:48,27:71,7.2806
10:48,34:29,7.2806
10:48,36:48,7.2806
10:48,51:5,7.2806
10:48,67:25,7.2806
10:48,46:22,2.9122
10:48,11:32,2.4269
10:48,19:54,2.4269
10:48,21:9,2.4269
10:48,36:52,2.4269
10:48,46:16,2.2037
10:49,16:61,1.0288
10:49,63:11,0.9966
10:49,20:89,0.8568
10:49,5:76,0.714
10:49,25:3,0.5005
10:49,7:185,0.4638
10:49,36:12,0.4243
10:49,3:26,0.4127
10:49,34:42,0.3895
10:49,3:189,0.3489
10:49,5:120,0.3489
10:49,23:88,0.3489
10:50,29:53,0.7621
10:50,46:24,0.6037
10:50,46:35,0.5167
10:50,10:97,0.5073
10:50,28:72,0.466
10:50,6:124,0.4027
10:50,7:148,0.4018
10:50,2:166,0.3623
10:50,6:30,0.3623
10:50,2:165,0.317
10:50,4:51,0.281
10:50,11:28,0.281
10:51,56:1,10.6152
10:51,69:15,7.0768
10:51,51:6,5.3076
10:51,52:7,5.3076
10:51,77:7,5.3076
10:51,10:91,3.6905
10:51,27:85,3.5384
10:51,56:2,3.5384
10:51,56:75,3.5384
10:51,70:1,2.6538
10:51,15:29,2.123
10:51,38:72,2.123
10:52,21:29,1.7533
10:52,12:75,1.6229
10:52,59:17,1.4684
10:52,32:14,1.2885
10:52,39:24,1.2668
10:52,41:27,1.1007
10:52,6:129,1.0306
10:52,18:87,0.97
10:52,40:17,0.8753
10:52,45:22,0.8753
10:52,7:41,0.8578
10:52,25:19,0.8182
10:53,28:3,2.8178
10:53,6:5,1.4089
10:53,18:13,1.4089
10:53,2:91,0.9393
10:53,11:120,0.8453
10:53,3:181,0.7685
10:53,3:21,0.7044
10:53,4:155,0.7044
10:53,39:69,0.7044
10:53,2:33,0.6908
10:53,3:68,0.6908
10:53,5:27,0.6038
10:54,39:47,0.5566
10:54,10:97,0.3992
10:54,42:21,0.3903
10:54,45:22,0.3747
10:54,29:40,0.3705
10:54,34:33,0.3586
10:54,2:281,0.3541
10:54,39:69,0.3482
10:54,3:25,0.3148
10:54,34:19,0.3069
10:54,41:53,0.2918
10:54,30:9,0.2764
10:55,29:44,1.2624
10:55,51:23,1.0099
10:55,28:13,0.9562
10:55,31:25,0.9516
10:55,16:38,0.85
10:55,16:3,0.8416
10:55,30:8,0.7198
10:55,40:57,0.7137
10:55,46:3,0.6698
10:55,2:33,0.6346
10:55,64:3,0.6312
10:55,2:117,0.61
10:56,15:23,3.0382
10:56,22:66,2.6977
10:56,23:37,2.6977
10:56,19:66,2.2787
10:56,20:74,2.2787
10:56,6:95,2.0255
10:56,2:154,1.8229
10:56,16:21,1.8229
10:56,2:73,1.5191
10:56,22:6,1.5191
10:56,23:80,1.5191
10:56,3:169,1.3021
10:57,45:20,0.7909
10:57,29:10,0.7498
10:57,10:108,0.6136
10:57,17:94,0.5873
10:57,7:43,0.5413
10:57,4:58,0.4729
10:57,4:174,0.45
10:57,3:96,0.446
10:57,18:55,0.3738
10:57,6:157,0.3691
10:57,2:199,0.3633
10:57,28:43,0.3595
10:58,24:20,1.782
10:58,17:87,1.7795
10:58,24:10,1.3346
10:58,2:64,1.0677
10:58,12:64,1.0172
10:58,23:109,1.0172
10:58,17:66,0.8897
10:58,18:81,0.7189
10:58,24:14,0.6673
10:58,28:73,0.6673
10:58,2:105,0.6552
10:58,10:107,0.6552
10:59,16:56,1.1957
10:59,16:116,1.122
10:59,40:13,0.7445
10:59,14:28,0.6067
10:59,29:67,0.5306
10:59,2:22,0.4272
10:59,11:88,0.3744
10:59,9:26,0.3692
10:59,14:37,0.354
10:59,4:61,0.3462
10:59,48:27,0.2985
10:59,7:157,0.2858
10:60,27:73,1.8796
10:60,72:5,1.2814
10:60,3:94,1.0207
10:60,26:186,1.0048
10:60,10:36,0.8955
10:60,6:21,0.8918
10:60,12:38,0.8625
10:60,40:61,0.8625
10:60,6:24,0.6805
10:60,7:66,0.6698
10:60,4:50,0.5833
10:60,6:116,0.5516
10:61,34:3,0.9137
10:61,15:1,0.7401
10:61,27:1,0.7401
10:61,55:29,0.7213
10:61,3:98,0.5358
10:61,17:9,0.452
10:61,34:22,0.4485
10:61,27:75,0.3965
10:61,18:49,0.3704
10:61,29:52,0.3078
10:61,3:99,0.2977
10:61,42:15,0.2673
10:62,46:13,6.8486
10:62,43:68,3.4243
10:62,12:13,2.2829
10:62,12:84,2.0409
10:62,2:112,1.9568
10:62,6:48,1.9568
10:62,7:49,1.9568
10:62,41:30,1.9568
10:62,28:7,1.7339
10:62,2:38,1.7122
10:62,3:170,1.7122
10:62,19:5,1.6529
10:63,2:2,2.667
10:63,2:103,2.667
10:63,2:179,2.667
10:63,2:278,2.667
10:63,2:21,2.1336
10:63,2:183,2.1336
10:63,2:241,2.1336
10:63,3:16,2.1336
10:63,2:203,1.9396
10:63,2:194,1.778
10:63,3:28,1.778
10:63,2:66,1.524
10:64,30:7,0.9681
10:64,29:64,0.9258
10:64,16:107,0.8068
10:64,40:39,0.8068
10:64,13:26,0.7604
10:64,2:86,0.6915
10:64,13:34,0.6915
10:64,39:26,0.6915
10:64,41:31,0.6915
10:64,24:14,0.6375
10:64,24:23,0.6375
10:64,43:35,0.6051
10:65,38:82,2.6023
10:65,10:62,2.0805
10:65,12:86,2.0805
10:65,27:70,2.0805
10:65,6:33,1.5604
10:65,4:139,1.3076
10:65,16:127,1.2483
10:65,12:13,1.0402
10:65,12:84,1.0402
10:65,19:24,1.0402
10:65,28:8,1.0402
10:65,2:112,0.8916
10:66,12:108,0.9969
10:66,16:86,0.964
10:66,30:25,0.7489
10:66,17:102,0.6899
10:66,18:14,0.6665
10:66,53:23,0.663
10:66,34:22,0.6246
10:66,2:107,0.5468
10:66,29:22,0.5468
10:66,16:3,0.5458
10:66,46:4,0.4804
10:66,23:71,0.4711
10:67,27:86,2.2161
10:67,22:61,2.0652
10:67,24:44,1.6719
10:67,28:73,1.3612
10:67,30:23,1.3604
10:67,28:72,1.3296
10:67,40:61,1.3296
10:67,25:47,1.1178
10:67,17:12,1.0178
10:67,25:62,0.931
10:67,67:23,0.8728
10:67,76:2,0.8728
10:68,19:35,1.191
10:68,22:64,1.0975
10:68,31:26,1.0975
10:68,21:26,0.9925
10:68,10:101,0.878
10:68,43:82,0.8367
10:68,57:1,0.8367
10:68,59:1,0.8367
10:68,61:1,0.8367
10:68,17:44,0.7944
10:68,39:4,0.6617
10:68,24:41,0.6461
10:69,16:105,4.7564
10:69,23:38,3.6292
10:69,16:116,3.3642
10:69,20:61,3.0656
10:69,11:35,3.0023
10:69,11:21,1.8765
10:69,6:24,1.8146
10:69,11:18,1.7837
10:69,29:68,1.5855
10:69,4:50,1.5554
10:69,34:8,1.5554
10:69,61:7,1.5554
10:70,32:21,1.4341
10:70,41:27,1.0967
10:70,14:2,0.9246
10:70,39:26,0.9175
10:70,22:9,0.7136
10:70,10:98,0.7043
10:70,46:34,0.6877
10:70,41:50,0.6677
10:70,64:5,0.581
10:70,41:16,0.5456
10:70,10:23,0.5374
10:70,3:185,0.5111
10:71,26:69,1.4663
10:71,37:3,1.3063
10:71,28:3,0.9775
10:71,3:58,0.8708
10:71,8:2,0.7344
10:71,45:31,0.7311
10:71,12:102,0.7105
10:71,18:83,0.6531
10:71,3:80,0.6014
10:71,12:15,0.4737
10:71,29:51,0.4354
10:71,33:34,0.4354
10:72,26:109,4.6799
10:72,26:127,4.6799
10:72,26:145,4.6799
10:72,26:164,4.6799
10:72,26:180,4.6799
10:72,11:51,2.808
10:72,12:104,2.7764
10:72,38:86,2.7764
10:72,34:47,2.34
10:72,36:21,2.0823
10:72,25:57,1.6658
10:72,11:29,1.1899
10:73,37:73,1.5927
10:73,43:25,1.3537
10:73,6:11,1.1281
10:73,54:18,0.9969
10:73,7:84,0.8207
10:73,27:51,0.8207
10:73,27:69,0.8207
10:73,3:137,0.7521
10:73,7:103,0.6155
10:73,28:40,0.6155
10:73,30:42,0.6155
10:73,25:37,0.6122
10:74,29:18,0.6265
10:74,35:25,0.5989
10:74,40:34,0.582
10:74,17:94,0.5448
10:74,2:92,0.466
10:74,2:209,0.466
10:74,30:47,0.453
10:74,62:2,0.445
10:74,23:44,0.3766
10:74,10:13,0.3734
10:74,61:6,0.3498
10:74,3:183,0.3397
10:75,23:46,2.6116
10:75,45:31,1.7255
10:75,6:29,1.3956
10:75,7:14,1.3956
10:75,16:23,1.3804
10:75,34:32,1.3023
10:75,6:36,0.8374
10:75,9:66,0.7965
10:75,11:89,0.7965
10:75,6:123,0.7669
10:75,10:74,0.6401
10:75,16:41,0.5508
10:76,10:77,2.5366
10:76,43:30,2.0865
10:76,27:13,1.9288
10:76,46:7,1.5834
10:76,28:36,1.1022
10:76,17:101,0.9644
10:76,43:29,0.8963
10:76,40:83,0.8311
10:76,28:48,0.8297
10:76,34:43,0.7917
10:76,61:6,0.6533
10:76,40:25,0.6449
10:77,43:30,3.1708
10:77,46:7,1.8119
10:77,21:55,1.3364
10:77,37:37,1.0023
10:77,7:105,1.0015
10:77,23:70,1.0015
10:77,28:48,0.9756
10:77,34:43,0.9059
10:77,25:33,0.8018
10:77,34:49,0.8018
10:77,30:38,0.7091
10:77,6:5,0.6682
10:78,43:24,1.2196
10:78,12:16,1.1156
10:78,29:39,1.0258
10:78,39:59,0.9902
10:78,23:68,0.8925
10:78,43:29,0.7437
10:78,12:73,0.7107
10:78,20:57,0.7107
10:78,19:43,0.6375
10:78,28:36,0.6375
10:78,28:23,0.6344
10:78,34:32,0.5658
10:79,26:37,4.041
10:79,28:48,1.2655
10:79,19:95,1.2237
10:79,17:101,1.1741
10:79,18:84,0.8158
10:79,19:93,0.8158
10:79,2:148,0.7625
10:79,16:111,0.6932
10:79,2:106,0.6118
10:79,20:15,0.6118
10:79,4:33,0.5866
10:79,14:17,0.5439
10:80,20:70,4.2506
10:80,26:46,4.2506
10:80,10:77,2.6708
10:80,10:81,2.1805
10:80,20:66,2.1253
10:80,20:57,1.9832
10:80,26:41,1.9832
10:80,27:13,1.9832
10:80,43:30,1.9832
10:80,20:69,1.6521
10:80,12:96,1.6404
10:80,43:53,1.6404
10:81,20:70,1.7308
10:81,26:46,1.7308
10:81,20:66,0.8654
10:81,38:28,0.8166
10:81,20:69,0.7536
10:81,28:80,0.7457
10:81,25:8,0.649
10:81,12:96,0.5883
10:81,43:53,0.5883
10:81,18:105,0.5617
10:81,18:110,0.5413
10:81,16:28,0.5162
10:82,10:96,3.9992
10:82,43:78,2.6726
10:82,23:70,2.2272
10:82,2:147,1.9998
10:82,2:42,1.5998
10:82,39:19,1.5997
10:82,40:6,1.5997
10:82,42:24,1.0907
10:82,16:62,1.0581
10:82,8:7,0.9998
10:82,9:33,0.9364
10:82,9:48,0.9364
10:83,44:31,3.7683
10:83,20:68,2.6078
10:83,23:46,2.1828
10:83,38:69,2.1828
10:83,37:8,1.0914
10:83,42:4,0.9783
10:83,3:34,0.9475
10:83,14:14,0.9348
10:83,20:4,0.7826
10:83,17:4,0.7583
10:83,16:3,0.6522
10:83,34:22,0.4791
10:84,16:42,5.3822
10:84,14:12,4.6133
10:84,16:99,3.5881
10:84,4:132,2.6911
10:84,6:66,2.6911
10:84,9:51,2.6911
10:84,10:85,2.6911
10:84,12:67,2.4841
10:84,3:122,2.1529
10:84,6:107,2.1529
10:84,11:56,2.1529
10:84,17:65,2.1529
10:85,37:63,3.3501
10:85,23:94,2.2946
10:85,6:107,1.5248
10:85,60:5,1.2838
10:85,17:2,0.953
10:85,22:53,0.9137
10:85,29:10,0.7703
10:85,18:59,0.7649
10:85,65:3,0.6931
10:85,7:47,0.6556
10:85,23:41,0.6556
10:85,25:20,0.5925
10:86,9:78,2.1675
10:86,11:58,1.9985
10:86,6:63,1.445
10:86,58:12,1.3323
10:86,2:50,1.0838
10:86,7:64,1.0838
10:86,11:66,1.0539
10:86,11:94,0.9485
10:86,21:36,0.9328
10:86,17:67,0.8742
10:86,11:9,0.8704
10:86,28:86,0.8704
10:87,16:68,0.9308
10:87,42:3,0.7421
10:87,14:40,0.7292
10:87,41:6,0.5961
10:87,21:25,0.5937
10:87,21:34,0.5695
10:87,9:11,0.5267
10:87,29:45,0.5089
10:87,39:65,0.4947
10:87,19:7,0.4882
10:87,12:64,0.4751
10:87,42:51,0.4657
10:88,47:36,0.5375
10:88,18:46,0.5045
10:88,25:42,0.4738
10:88,28:79,0.4401
10:88,4:44,0.4062
10:88,28:60,0.3961
10:88,42:44,0.3938
10:88,22:9,0.3684
10:88,57:20,0.3664
10:88,14:3,0.3623
10:88,4:74,0.3133
10:88,38:26,0.2887
10:89,2:186,2.4389
10:89,28:64,1.7904
10:89,46:5,1.7904
10:89,12:108,1.6352
10:89,40:60,1.5696
10:89,17:52,1.3453
10:89,46:31,1.3453
10:89,28:50,1.3089
10:89,35:14,1.1394
10:89,10:66,1.1003
10:89,31:21,1.1003
10:89,17:110,1.0541
10:90,44:24,1.9631
10:90,5:78,0.9507
10:90,20:78,0.7846
10:90,17:66,0.6574
10:90,20:77,0.5964
10:90,36:60,0.5906
10:90,20:47,0.5701
10:90,2:208,0.5279
10:90,45:12,0.493
10:90,61:14,0.4754
10:90,17:69,0.4537
10:90,12:5,0.4134
10:91,20:93,2.3131
10:91,26:216,2.3131
10:91,19:14,1.7348
10:91,6:15,1.3879
10:91,18:69,1.3879
10:91,39:13,1.3879
10:91,69:10,1.3879
10:91,72:9,1.3839
10:91,19:44,1.1565
10:91,71:21,1.1565
10:91,5:78,0.9913
10:91,14:36,0.9913
10:92,30:6,1.0856
10:92,3:9,0.7558
10:92,14:42,0.6048
10:92,45:26,0.5958
10:92,10:60,0.5214
10:92,3:194,0.4672
10:92,10:93,0.4611
10:92,7:172,0.4398
10:92,11:66,0.4215
10:92,11:103,0.4097
10:92,9:77,0.4088
10:92,9:25,0.4005
10:93,22:69,0.9496
10:93,16:124,0.9199
10:93,45:17,0.852
10:93,45:16,0.5654
10:93,11:110,0.5576
10:93,19:37,0.5426
10:93,7:105,0.4272
10:93,11:88,0.424
10:93,16:72,0.4112
10:93,40:64,0.4112
10:93,61:6,0.3775
10:93,17:70,0.3769
10:94,13:1,0.6616
10:94,3:3,0.6336
10:94,40:34,0.5639
10:94,39:2,0.5513
10:94,5:59,0.5484
10:94,20:114,0.4767
10:94,42:17,0.4726
10:94,11:17,0.4645
10:94,4:136,0.4079
10:94,17:93,0.3922
10:94,42:14,0.3888
10:94,14:9,0.3884
10:95,6:21,1.6909
10:95,10:45,1.4397
10:95,3:94,1.2682
10:95,5:10,1.2682
10:95,5:86,1.2682
10:95,6:33,1.2682
10:95,6:49,1.2682
10:95,6:66,1.2682
10:95,3:184,1.1273
10:95,2:39,1.0145
10:95,6:27,1.0145
10:95,6:5,0.8454
10:96,39:19,2.9994
10:96,40:6,2.9994
10:96,2:147,2.4997
10:96,3:60,2.4997
10:96,2:42,1.9998
10:96,42:24,1.8178
10:96,2:252,1.6665
10:96,8:7,1.6663
10:96,3:71,1.4284
10:96,3:62,1.2498
10:96,2:241,0.9999
10:96,48:26,0.9373
10:97,26:201,2.5001
10:97,67:28,1.0715
10:97,46:24,0.75
10:97,22:2,0.5784
10:97,3:105,0.5302
10:97,11:76,0.5302
10:97,7:73,0.5107
10:97,10:88,0.5
10:97,5:19,0.4792
10:97,11:58,0.4639
10:97,10:47,0.4053
10:97,6:25,0.3926
10:98,39:26,1.0726
10:98,40:39,0.9071
10:98,41:16,0.8488
10:98,13:26,0.7796
10:98,28:61,0.7753
10:98,13:34,0.7176
10:98,43:39,0.7102
10:98,33:16,0.7022
10:98,43:35,0.6803
10:98,22:9,0.6723
10:98,42:36,0.6047
10:98,2:86,0.5826
10:99,4:126,0.7368
10:99,32:13,0.6555
10:99,6:101,0.62
10:99,3:189,0.614
10:99,5:120,0.614
10:99,18:84,0.614
10:99,18:54,0.6074
10:99,5:40,0.5985
10:99,5:17,0.4627
10:99,3:29,0.4605
10:99,15:19,0.4605
10:99,21:81,0.4605
10:100,69:12,1.0759
10:100,12:70,0.8965
10:100,2:44,0.8326
10:100,6:125,0.8089
10:100,11:105,0.7939
10:100,22:46,0.7524
10:100,10:59,0.6724
10:100,30:28,0.664
10:100,5:45,0.6175
10:100,16:72,0.5053
10:100,71:7,0.489
10:100,35:32,0.4631
10:101,22:64,1.756
10:101,31:26,1.756
10:101,37:73,1.5915
10:101,44:29,1.5582
10:101,15:16,0.9662
10:101,46:3,0.7881
10:101,40:82,0.7662
10:101,6:11,0.7641
10:101,27:69,0.7641
10:101,39:68,0.6925
10:101,50:6,0.6901
10:101,10:14,0.655
10:102,15:36,2.609
10:102,38:79,2.609
10:102,32:29,1.5654
10:102,3:143,1.3644
10:102,5:75,1.2784
10:102,17:48,1.2594
10:102,25:9,1.2594
10:102,47:10,1.1313
10:102,24:34,1.0757
10:102,30:42,1.0233
10:102,10:39,0.8187
10:102,16:33,0.8187
10:103,58:9,2.8228
10:103,54:34,2.3086
10:103,43:80,1.9238
10:103,58:12,1.7747
10:103,12:45,1.649
10:103,7:105,1.1314
10:103,58:8,1.1209
10:103,37:37,1.0722
10:103,12:110,1.0494
10:103,29:33,1.0494
10:103,17:105,0.9698
10:103,10:23,0.8753
10:104,39:11,1.6691
10:104,12:40,0.9753
10:104,98:5,0.9668
10:104,40:66,0.7798
10:104,3:79,0.6002
10:104,30:30,0.5469
10:104,39:3,0.503
10:104,17:53,0.4906
10:104,7:85,0.3966
10:104,19:21,0.3673
10:104,11:85,0.331
10:104,22:11,0.2944
10:105,16:120,3.3298
10:105,16:123,2.6639
10:105,30:30,2.1701
10:105,98:5,2.097
10:105,22:31,1.5341
10:105,9:33,1.2665
10:105,61:9,1.2665
10:105,3:106,1.2497
10:105,30:43,1.1942
10:105,29:65,1.0138
10:105,2:115,0.9997
10:105,42:13,0.9047
10:106,22:12,1.9531
10:106,21:66,1.9282
10:106,25:55,1.6069
10:106,22:13,1.1674
10:106,17:56,1.1157
10:106,10:12,0.9477
10:106,16:20,0.8913
10:106,10:18,0.8034
10:106,34:42,0.8024
10:106,25:3,0.7416
10:106,11:101,0.6322
10:106,39:38,0.6202
10:107,21:83,1.0004
10:107,23:75,0.8611
10:107,23:109,0.7298
10:107,21:66,0.622
10:107,21:84,0.6025
10:107,39:38,0.5658
10:107,18:81,0.5159
10:107,24:14,0.5073
10:107,36:23,0.4773
10:107,30:33,0.4729
10:107,3:120,0.4564
10:107,3:157,0.3965
10:108,39:41,1.5036
10:108,34:50,1.2923
10:108,27:92,1.1948
10:108,17:15,0.9368
10:108,28:85,0.7737
10:108,25:29,0.7111
10:108,17:94,0.6136
10:108,2:26,0.6041
10:108,3:86,0.6017
10:108,32:13,0.5385
10:108,7:43,0.5185
10:108,40:25,0.5105
10:109,42:3,1.8549
10:109,20:13,1.819
10:109,26:52,1.404
10:109,33:2,1.404
10:109,76:24,1.4016
10:109,52:48,1.168
10:109,68:48,1.168
10:109,16:126,1.1411
10:109,16:123,1.1232
10:109,17:39,1.0599
10:109,49:5,1.0091
10:109,11:49,0.8994
11:1,31:2,2.8353
11:1,41:3,1.4414
11:1,39:1,1.4177
11:1,43:4,1.4177
11:1,45:2,1.4177
11:1,46:2,1.4177
11:1,2:129,1.2171
11:1,7:52,1.1531
11:1,2:151,0.9451
11:1,19:12,0.8101
11:1,3:79,0.7275
11:1,6:89,0.7088
11:2,74:36,5.2596
11:2,25:56,3.5064
11:2,23:47,2.8821
11:2,48:8,2.6298
11:2,39:17,2.4704
11:2,35:24,2.2606
11:2,33:45,2.1038
11:2,41:4,2.1038
11:2,19:97,1.7532
11:2,25:1,1.7474
11:2,1:5,1.7161
11:2,2:119,1.5027
11:3,57:21,0.435
11:3,29:53,0.3847
11:3,11:52,0.325
11:3,4:173,0.325
11:3,33:73,0.3164
11:3,3:129,0.3143
11:3,25:70,0.3101
11:3,24:22,0.2922
11:3,33:24,0.2812
11:3,46:20,0.2705
11:3,35:7,0.2654
11:3,9:74,0.2617
11:4,29:62,1.3396
11:4,36:83,1.3292
11:4,3:189,1.2752
11:4,5:120,1.2752
11:4,22:6,1.2752
11:4,5:40,1.1102
11:4,24:64,0.9969
11:4,28:88,0.9969
11:4,13:8,0.9699
11:4,25:2,0.9608
11:4,2:106,0.9564
11:4,3:29,0.9564
11:5,16:19,3.3485
11:5,27:74,3.1483
11:5,28:69,3.1483
11:5,71:9,3.1483
11:5,67:13,2.7479
11:5,64:4,2.4385
11:5,36:76,2.2323
11:5,40:19,2.1543
11:5,20:7,1.9564
11:5,14:38,1.6986
11:5,15:47,1.374
11:5,16:23,1.3394
11:6,29:60,1.671
11:6,16:49,0.8575
11:6,27:82,0.735
11:6,34:24,0.6291
11:6,27:75,0.5871
11:6,40:64,0.5637
11:6,42:12,0.4381
11:6,24:45,0.4211
11:6,34:14,0.4
11:6,27:61,0.3856
11:6,31:10,0.3786
11:6,36:12,0.3083
11:7,50:38,0.6613
